study,name,title,author,year,abstract,cite,type,studies,url,doi
soep-is,13235,"Pflegende Angehörige in Deutschland: Wer pflegt, wo, für wen und wie?","Ulrike Ehrlich, Nadiya Kelle",2019,"Pflegende Familienangehörige sind das Rückgrat des deutschen Pflegesystems. Bisher ist jedoch wenig darüber bekannt, welche Personen sich für oder gegen die Übernahme von Hilfe- oder Pflegetätigkeiten entscheiden sowie darüber, wie Pflegearrangements ausgestaltet sind. Unter Verwendung von Daten aus der Innovationsstichprobe des Sozio-oekonomischen Panels (SOEP-IS 2016) schließen wir diese Forschungslücken. Ein Vergleich zwischen Personen, die mindestens eine hilfe- oder pflegebedürftige Person kennen und entschieden haben, diese (i) zu pflegen beziehungsweise (ii) nicht zu pflegen, zeigt, dass Hilfe- oder Pflegetätigkeiten signifikant häufiger von Menschen im höheren Alter, von Frauen sowie von Verheirateten übernommen werden, während signifikante Gruppenunterschiede hinsichtlich Bildungsabschluss, Erwerbsstatus und Einkommen nicht bestehen. Entscheidungen für die (Nicht-) Übernahme von Hilfe- oder Pflegetätigkeiten hängen vor allem davon ab, wer die hilfe- oder pflegebedürftige Person ist, wo diese lebt und welche Pflegebedarfe sie hat. Unsere Ergebnisse zu den Pflegearrangements zeigen, dass im eigenen Haushalt am häufigsten die (Ehe-)Partner/-innen und außerhalb des eigenen Haushalts die (Schwieger-)Eltern gepflegt werden. Die Pflege im eigenen Haushalt ist mit Abstand am zeitintensivsten; zugleich erhalten diese Pflegepersonen am seltensten Unterstützung durch andere Personen. In einem institutionellen Kontext helfen Pflegepersonen häufig Menschen mit hohen Pflegebedarfen, erhalten zugleich aber auch am häufigsten Unterstützung durch Andere.   Family caregivers comprise the backbone of the German care system. Yet little is known about the decisions on accepting or rejecting caring roles and family caregivers’ care arrangements. Using novel data from the German Socio-Economic Panel Innovation Sample (SOEP-IS 2016), we overcome these shortcomings. A comparison between individuals who know at least one person in need of care and (i) chose to provide family care or (ii) refused to provide family care reveals that those who chose to provide family care are significantly older, more often female and more often married than those who refused to provide family care. The results suggest that the decision to (not) provide family care mainly depends on who is in need of care, where the care-dependent person lives and what care needs this person has. The results regarding family caregivers’ care arrangements show that within households, family caregivers mainly provide care for their partners and outside the household, they mainly care for their parents(-in-law). Family caregivers caring for a household member report the highest care commitment and the lowest level of support from other people. Those caring for somebody living in an institutional setting do so for persons with high care needs, but also receive the most support from others.","Ulrike Ehrlich, Nadiya Kelle. 2019: Pflegende Angehörige in Deutschland: Wer pflegt, wo, für wen und wie? Zeitschrift für Sozialreform 65 (2), 175",03 Refereed Journal,SOEP-IS,,10.1515/zsr-2019-0007
soep-is,13245,Was denken linguistische Laien über Sprache?: Ergebnisse einer aktuellen Repräsentativerhebung zu Spracheinstellungen in Deutschland,"Astrid Adler, Albrecht Plewnia",2021,"Öffentliche Sprachdiskurse, wie sie beispielsweise in den Medien stattfinden, werden typischerweise aus einer sprachkritischen Haltung heraus geführt. Inwieweit diese veröffentlichte Meinung tatsächlich die Mehrheitsmeinung der Sprecherinnen und Sprecher widerspiegelt, ist durchaus eine offene Frage. In diesem Beitrag berichten wir aus einer rezenten Erhebung über Spracheinstellungen in Deutschland. Wir zeigen, dass die Art der Frageformulierung einen starken Einfluss auf die Ergebnisse hat, und berichten, welche sprachlichen Veränderungen die Befragten in jüngerer Zeit angeben, wahrgenommen zu haben.     Discourse about language in the public arena is typically conducted in an attitude of language criticism. It remains questionable, in how far this publicly issued opinion actually reflects the opinion of the majority of speakers. In this contribution we report the results of a recent survey on language attitudes in Germany. We show that the wording of the question has a strong impact on the results. Also, we evaluate the linguistic changes that respondents report to have noticed in recent time.","Astrid Adler, Albrecht Plewnia. 2021: Was denken linguistische Laien über Sprache?: Ergebnisse einer aktuellen Repräsentativerhebung zu Spracheinstellungen in Deutschland, in Toke  Hoffmeister;Markus Hundt;Saskia Naths (ed^.), Laien, Wissen, Sprache: Theoretische, methodische und domänenspezifische Perspektiven. Berlin, Boston: De Gruyter. 249-278",20 Book Section,SOEP-IS,https://www.degruyter.com/document/doi/10.1515/9783110731958-011/pdf,10.1515/9783110731958-011
soep-is,13246,Welche Dialekte werden in der Familie weitergegeben? Sprache in Zahlen: Folge 3,"Astrid Adler, Maria Ribeiro Silveira",2021,"Das Leibniz-Institut für Deutsche Sprache (IDS) hat in Kooperation mit dem Deutschen Institut für Wirtschaftsforschung (DIW) eine deutschlandweite Repräsentativerhebung unter 4.380 Personen zum Sprachrepertoire der Menschen in Deutschland und zu ihren Spracheinstellungen durchgeführt: die Deutschland-Erhebung 2017. Eine Einführung in die Deutschland-Erhebung 2017 findet sich im ersten Teil dieser Serie in Heft 4 / 2020. In dieser Folge berichten wir darüber, welche Dialekte in Deutschland in der Familie weitergegeben werden und welche nicht.","Astrid Adler, Maria Ribeiro Silveira. 2021: Welche Dialekte werden in der Familie weitergegeben? Sprache in Zahlen: Folge 3. Sprachreport 37 (2), 42-44",04 Other Journal,SOEP-IS,https://nbn-resolving.org/urn:nbn:de:bsz:mh39-104136,10.14618/sr-2-2021-adle
soep-is,13247,Welche Sprachen werden in Deutschland gesprochen? Sprache in Zahlen: Folge 4,"Astrid Adler, Maria Ribeiro Silveira",2021,"Das Leibniz-Institut für Deutsche Sprache (IDS) hat in Kooperation mit dem Deutschen Institut für Wirtschaftsforschung (DIW) eine deutschlandweite Repräsentativerhebung unter 4.380 Personen zum Sprachrepertoire der Menschen in Deutschland und zu ihren Spracheinstellungen durchgeführt: die Deutschland-Erhebung 2017. Eine Einführung in die Deutschland-Erhebung 2017 findet sich im ersten Teil dieser Serie in Heft 4 / 2020. In dieser Folge berichten wir darüber, welche Sprachen in Deutschland gesprochen werden.","Astrid Adler, Maria Ribeiro Silveira. 2021: Welche Sprachen werden in Deutschland gesprochen? Sprache in Zahlen: Folge 4. Sprachreport 37 (3), 1-5",04 Other Journal,SOEP-IS,https://nbn-resolving.org/urn:nbn:de:bsz:mh39-105349,10.14618/sr-3-2021-adl
soep-is,13248,Cognitive Pretest of a Factorial Survey Experiment on Future Narratives and Family Care: Background Paper for the SOEP-IS Module 2021/22,"Enrique Alonso-Perez, Olan McEvoy, Vincent Ramos, Julie Lorraine O'Sullivan, Stefan Liebig, Michaela Kreyenfeld, Philipp Lersch, Giacomo Bazzani, Raffaele Guetto, Daniele Vignoli, Jan Heisig, Heike Solga, Paul Gellert",2021,"Within the Preparation Module for the Einstein Center for Population Diversity (ECPD), diverse research institutions came together to provide new survey instruments for the innovation sample in the German Socio-Economic Panel (SOEP-IS). With the goal of collecting insightful information about future narratives and family care, central topics of the ECPD research endeavor, factorial survey was chosen as a suitable method. A preliminary set of vignettes was designed conjointly, and before proceeding with the large-scale survey, a series of cognitive pretests were conducted to examine comprehensibility and context effects. In this study we describe the design and analysis of these cognitive pretests, with a special focus on the process of designing the final survey informed by the pretests’ feedback.","Enrique Alonso-Perez, Olan McEvoy, Vincent Ramos, Julie Lorraine O'Sullivan, Stefan Liebig, Michaela Kreyenfeld, Philipp Lersch, Giacomo Bazzani, Raffaele Guetto, Daniele Vignoli, Jan Heisig, Heike Solga, Paul Gellert. 2021: Cognitive Pretest of a Factorial Survey Experiment on Future Narratives and Family Care: Background Paper for the SOEP-IS Module 2021/22. Berlin: Hertie School",33 Other Grey Literature,SOEP-IS,https://opus4.kobv.de/opus4-hsog/files/4174/ReportPretest.pdf,10.48462/opus4-4174
soep-is,13270,Dokumentation zum Entwicklungsprozess des Moduls „Einstellungen zu sozialer Ungleichheit“ im SOEP (v38),"Jule Adriaans, Florian Griese, Katrin Auspurg, Nona Bledow, Sandra Bohmann, Marius Busemeyer, Jan Delhey, Jan Goebel, Olaf Groh-Samberg, Jutta Heckhausen, Thomas Hinz, Martin Kroh, Holger Lengfeld, Philipp M. Lersch, Stefan Liebig, David Richter, Patrick Sachweh, Jürgen Schupp, Guido Schwerdt, Roland Verwiebe",2021,"Im Rahmen eines einjährigen Entwicklungsprozesses wurde das Fragebogenmodul „Einstellungen zu sozialer Ungleichheit“ unter der Leitung der Infrastruktureinrichtung SOEP entwickelt und in der 38. Welle der Haupterhebung des Sozio-oekonomischen Panels erstmalig erhoben. Das finale Fragebogenmodul umfasst 43 Items zu den Themenbereichen Soziale Vergleiche, Soziale Mobilität, Sozialstaat und Nicht-materielle Ungleichheit. In der Tradition des SOEP als forschungsbasierte Infrastruktureinrichtung erfolgte die Fragebogenentwicklung in enger Zusammenarbeit mit externen Forschenden aus dem Bereich der Einstellungs- und Ungleichheitsforschung. Neben der etablierten Nutzung des SOEP Innovation Samples (SOEP-IS) für quantitative Pretests neu entwickelter Fragen kam erstmals ein kognitiver Pretest zum Einsatz. Der vorliegende Bericht dokumentiert den Entwicklungsprozess von der Konzeption bis zum finalen Fragebogen.","Jule Adriaans, Florian Griese, Katrin Auspurg, Nona Bledow, Sandra Bohmann, Marius Busemeyer, Jan Delhey, Jan Goebel, Olaf Groh-Samberg, Jutta Heckhausen, Thomas Hinz, Martin Kroh, Holger Lengfeld, Philipp M. Lersch, Stefan Liebig, David Richter, Patrick Sachweh, Jürgen Schupp, Guido Schwerdt, Roland Verwiebe. 2021: Dokumentation zum Entwicklungsprozess des Moduls „Einstellungen zu sozialer Ungleichheit“ im SOEP (v38). SOEP Survey Papers 1071: Series B - Survey Reports (Methodenberichte). Berlin: DIW Berlin / SOEP",35 Other DIW Publication,SOEP-Core; SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.829765.de/diw_ssp1071.pdf,
soep-is,13272,Pretest eines Fragenmoduls zu subjektiven Diskriminierungserfahrungen in der SOEP-Innovationsstichprobe,"David Richter, David Kasprowski, Mirjam Fischer",2021,,"David Richter, David Kasprowski, Mirjam Fischer. 2021: Pretest eines Fragenmoduls zu subjektiven Diskriminierungserfahrungen in der SOEP-Innovationsstichprobe. SOEP Survey Papers 1077: Series B - Survey Reports (Methodenberichte). Berlin: DIW Berlin / SOEP",35 Other DIW Publication,SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.829769.de/diw_ssp1077.pdf,
soep-is,13310,Earn More Tomorrow: Overconfident Income Expectations and Consumer Indebtedness,"Antonia Grohmann, Lukas Menkhoff, Christoph Merkle, Renke Schmacker",2019,"This paper examines whether biased income expectations due to overconfidence lead to higher levels of debt-taking. In a lab experiment, participants can purchase goods by borrowing against their future income. We exogenously manipulate income expectations by letting income depend on relative performance in hard and easy quiz tasks. We successfully generate biased income expectations and show that participants with higher income expectations initially borrow more. Overconfident participants scale back their consumption after feedback. However, at the end of the experiment they remain with higher debt levels, which represent real financial losses. To assess the external validity, we find further evidence for the link between overconfidence and borrowing behavior in a representative survey (GSOEP-IS).","Antonia Grohmann, Lukas Menkhoff, Christoph Merkle, Renke Schmacker. 2019: Earn More Tomorrow: Overconfident Income Expectations and Consumer Indebtedness. Discussion Paper No. 152. Munich: Collaborative Research Center Transregio 190",30 Discussion Paper,SOEP-IS,https://rationality-and-competition.de/wp-content/uploads/discussion_paper/95.pdf,
soep-is,13318,Cohort Profile: Genetic data in the German Socio-Economic Panel Innovation Sample (Gene-SOEP),"Philipp D. Koellinger, Aysu Okbay, Hyeokmoon Kweon, Annemarie Schweinert, Richard Karlsson Linnér, Jan Goebel, David Richter, Lisa Reiber, Bettina Maria Zweck, Daniel W. Belsky, Pietro Biroli, Rui Mata, Elliot M. Tucker-Drob, K. Paige Harden, Gert G. Wagner, Ralph Hertwig",2021,"The German Socio-Economic Panel (SOEP) serves a global research community by providing representative annual longitudinal data of private households in Germany. The sample provides a detailed life course perspective based on a rich collection of information about living conditions, socio-economic status, family relationships, personality, values, preferences, and health. We collected genetic data from 2,598 individuals in the SOEP Innovation Sample, yielding the first genotyped sample that is representative of the entire German population (Gene-SOEP). The Gene-SOEP sample is a longitudinal study that includes 107 full-sibling pairs, 501 parent-offspring pairs, and 152 parent-offspring trios that are overlapping with the parent-offspring pairs. We constructed a repository of 66 polygenic indices in the Gene-SOEP sample based on results from well-powered genome-wide association studies. The Gene-SOEP data provides a valuable resource to study individual differences, inequalities, life-course development, health, and interactions between genetic predispositions and environment.Competing Interest StatementThe authors have declared no competing interest.","Philipp D. Koellinger, Aysu Okbay, Hyeokmoon Kweon, Annemarie Schweinert, Richard Karlsson Linnér, Jan Goebel, David Richter, Lisa Reiber, Bettina Maria Zweck, Daniel W. Belsky, Pietro Biroli, Rui Mata, Elliot M. Tucker-Drob, K. Paige Harden, Gert G. Wagner, Ralph Hertwig. 2021: Cohort Profile: Genetic data in the German Socio-Economic Panel Innovation Sample (Gene-SOEP). bioRxiv Preprint.",30 Discussion Paper,Gene-SOEP; SOEP-IS,https://www.biorxiv.org/content/biorxiv/early/2021/11/10/2021.11.06.467573.full.pdf,10.1101/2021.11.06.467573
soep-is,13414,"Whether you think you can, or you can’t - it’s true.: Locus of control in status reproduction",Sandra Bohmann,2021,"Die vorliegende Dissertation untersucht die Relevanz von Kontrollüberzeugungen in der intergenerationalen Transmission von sozialem Status. Motiviert ist die Arbeit von der Frage nach der Möglichkeit Chancengerechtigkeit durch die Verringerung herkunftsbedingter Unterschiede in Kontrollüberzeugungen zu erhöhen. Nach einer Einführung des zentralen Konstruktes werden im theoretischen Teil durch die Zusammenführung soziologischer und sozialpsychologischer Theorien potentielle Transmissionsmechanismen erörtert. Der empirische Teil prüft den postulierten Transmissionskanal anhand längsschnittlicher Daten. Um die Möglichkeit der Verringerung herkunftsbedingter Unterschiede in Kontrollüberzeugungen abzuschätzen wurde mit Hilfe von Zwillingsdaten und einer randomisiert kontrollierten Interventionsstudie untersucht wie stark Kontrollüberzeugung genetisch determiniert sind beziehungsweise von sozialen Faktoren innerhalb und außerhalb des familiären Kontextes beeinflusst werden. Die Ergebnisse deuten darauf hin, dass Kontrollüberzeugungen den Einfluss des Herkunftsstatus auf den eigenen Status teilweise mediieren. In Übereinstimmung mit bisherigen Studien weisen die Ergebnisse der Zwillingsstudien darauf hin, dass Kontrollüberzeugungen in hohem sozial determiniert sind. Die Interventionsstudie indiziert ,dass Kontrollüberzeugungen gezielt verändert werden können. Im konkreten Fall konnten externe, fatalistische Kontrollüberzeugungen durch ein Mentoringprogramm verringert werden. Abschließend wird die gesellschaftliche Norm zur Internalität kritisch betrachtet. Sowohl internale als auch externale Kontrollüberzeugungen können adaptiv sein, sofern sie auf realistischen Einschätzungen der tatsächlich vorhandenen Kontrollmöglichkeiten basieren. Die Grenzen der tatsächlich vorhanden Kontrollmöglichkeiten zu erforschen und zu benennen wird als wichtiges Ziel soziologischer Forschung in diesem Bereich herausgestellt.             This dissertation aims to assess the role of locus of control (LoC) in the intergenerational transmission of social status as well as the potential to raise fair equality of opportunity by reducing the social gradient in LoC. After the core concept of locus of control is introduced, the theoretical part explicates the mechanisms through which social status is likely to be reproduced via LoC across generations. Structural equation modeling is used to assess the substantive importance of LoC in the intergenerational reproduction of social status using data from the British Cohort Study 1970. The evidence suggests that LoC partly mediates the influence of parents’ status on own status attainment: Children from low-SES households are less likely to be endowed with the type of LoC that benefits status attainment later in life. Hence LoC is a potential lever for reducing intergenerational status persistence. As the potency of this lever depends on the degree to which LoC is socially formed rather than genetically determined another aim was to provide evidence on the contribution of genetic inheritance and different social actors at different points in the life-span. Towards this end, information from a multi-cohort twin study and a randomized controlled intervention study were analyzed. The evidence suggests that extra-familial influences become more important in determining locus of control across age, and that a low-intensity mentoring program can reduce fatalistic LoC in low-status children, but not their overall locus of control. The overall discussion reflects upon a general social norm of internality. It is argued that internality and externality are functional if they are based on a realistic assessment of the boundaries of control. Providing empirical evidence for these boundaries is endorsed as an important goal for social scientific research.","Sandra Bohmann. 2021: Whether you think you can, or you can’t - it’s true.: Locus of control in status reproduction. Berlin: Kultur-, Sozial- und Bildungswissenschaftliche Fakultät der Humboldt-Universität zu Berlin",42 Dissertation,briq Family Panel; SOEP-IS;BIP,https://edoc.hu-berlin.de/bitstream/handle/18452/24260/dissertation_bohmann_sandra.pdf?sequence=6&isAllowed=y,10.18452/23591
soep-is,13418,Subjective social status and health-related quality of life—A cross-lagged panel analysis,"Frank Euteneuer, Sarina J. Schäfer, Marie Neubert, Winfried Rief, Philipp Süssenbach",2021,"Objective: Subjective social status (SSS) refers to individuals’ perceived position in the social hierarchy. Prior research suggests that SSS relates to health above and beyond objective socioeconomic status (OSS) such as income, occupation, or education. Most findings in this field, however, stem from cross-sectional studies or longitudinal studies with one-time measurements of SSS only. The aim of this study was to examine reciprocal longitudinal associations of both national SSS (i.e., comparison with people in one’s country) and local SSS (i.e., comparison with people in one’s social environment) with health-related quality of life. Method: A two-wave cross-lagged panel design with a 2-year follow-up was used to analyze data for national SSS, local SSS, physical and mental health-related quality of life (PHQL and MHQL), as well as OSS from initially 2,156 individuals who participated in the German Socioeconomic Panel Study–Innovation Sample (SOEP-IS). Results: Local and national SSS at baseline predicted PHQL at follow up and partially mediated associations between OSS and PHQL. Local SSS (but not national SSS) also predicted MHQL at follow-up but this association was only marginally significant after inclusion of OSS in the model. Regarding a reverse health-to-SSS pathway, PHQL (but not MHQL) at baseline predicted local and national SSS at follow-up and these associations were partially mediated by income. Conclusion: This study extends cross-sectional observations by confirming that both local and national SSS have unique longitudinal associations with health and provides novel insights into longitudinal pathways linking SSS, OSS, and health. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","Frank Euteneuer, Sarina J. Schäfer, Marie Neubert, Winfried Rief, Philipp Süssenbach. 2021: Subjective social status and health-related quality of life—A cross-lagged panel analysis. Health Psychology 40 (1), 71-76",02 SSCI Journal,SOEP-IS,,10.1037/hea0001051
soep-is,13419,Longitudinal Reciprocal Relationships Between Subjective Social Status and Short Sleep Duration in a German Population-Based Sample,"Frank Euteneuer, Philipp Süssenbach",2021,"Objective: Low socioeconomic status is associated with short sleep duration. Most studies in this area have used measures of objective socioeconomic status (OSS) such as income, education, or occupation. Subjective social status (SSS) refers to one’s perceived standing in the social hierarchy. Cross-sectional findings suggest that lower SSS is associated with short sleep duration beyond the effect of OSS. This work examines longitudinal associations between SSS, OSS, and short sleep duration. Methods: Reciprocal associations of national SSS (ie, comparison with people in one’s country), local SSS (ie, comparison with people in one’s social environment), and OSS (ie, income and education) with sleep duration were examined across two data waves with a two-year time lag using cross-lagged panel modeling. Participants of this secondary analysis were 2156 individuals who participated in a representative German panel. Results: Lower national SSS (but not local SSS) and lower income at baseline predicted short sleep duration at follow-up. When considering indicators of SSS and OSS simultaneously, only national SSS remained a significant predictor of short sleep duration. A half-longitudinal mediation analysis indicated that national SSS mediates associations between lower OSS and short sleep duration. Conclusion: One’s perceived socioeconomic position in the country is a relevant predictor of short sleep duration and could be a psychological link between OSS and short sleep duration as mediation analyses suggest. Future studies on socioeconomic status and sleep should thus take into account subjective measures of socioeconomic status to gain a clearer picture of the social determinants of sleep.","Frank Euteneuer, Philipp Süssenbach. 2021: Longitudinal Reciprocal Relationships Between Subjective Social Status and Short Sleep Duration in a German Population-Based Sample. Nature and Science of Sleep 13 803-810",021 ESCI Journal,SOEP-IS,,10.2147/NSS.S301293
soep-is,13423,House Price Expectations,"Niklas Gohl, Peter Haan, Claus Michelsen, Felix Weinhardt",2022,"This study examines short-, medium-, and long-run price expectations in housing markets. We derive and test six hypothesis about the incidence, formation, and relevance of price expectations. To do so, we use data from a tailored household survey, past sale and rental offerings, satellites, and from an information RCT. As novel findings, we show that price expectations exhibit mean reversion in the long-run. Moreover, we do not find evidence for biases related to individual housing tenure decisions or regret aversion. Confirming existing findings, we show that local market characteristics matter for expectations throughout, as well as aggregate price information. Lastly, we corroborate existing evidence that expectations are relevant for portfolio choice.","Niklas Gohl, Peter Haan, Claus Michelsen, Felix Weinhardt. 2022: House Price Expectations. DIW Discussion Papers No. 1994. Berlin: DIW Berlin",31 DIW Discussion Paper,SOEP-IS,https://www.diw.de/documents/publikationen/73/diw_01.c.834002.de/dp1994.pdf,
soep-is,13450,Estimation of Conditional Random Coefﬁcient Models using Machine Learning Techniques,Stephan Martin,2022,"Nonparametric random coefficient (RC)-density estimation has mostly been considered in the marginal density case under strict independence of RCs and covariates. This paper deals with the estimation of RC-densities conditional on a (large-dimensional) set of control variables using machine learning techniques. The conditional RC-density allows to disentangle observable from unobservable heterogeneity in partial effects of continuous treatments adding to a growing literature on heterogeneous effect estimation using machine learning. %It is also informative of the conditional potential outcome distribution. This paper proposes a two-stage sieve estimation procedure. First a closed-form sieve approximation of the conditional RC density is derived where each sieve coefficient can be expressed as conditional expectation function varying with controls. Second, sieve coefficients are estimated with generic machine learning procedures and under appropriate sample splitting rules. The L2-convergence rate of the conditional RC-density estimator is derived. The rate is slower by a factor then typical rates of mean regression machine learning estimators which is due to the ill-posedness of the RC density estimation problem. The performance and applicability of the estimator is illustrated using random forest algorithms over a range of Monte Carlo simulations and with real data from the SOEP-IS. Here behavioral heterogeneity in an economic experiment on portfolio choice is studied. The method reveals two types of behavior in the population, one type complying with economic theory and one not. The assignment to types appears largely based on unobservables not available in the data.",Stephan Martin. 2022: Estimation of Conditional Random Coefﬁcient Models using Machine Learning Techniques. ArXiv preprint arXiv:2201.08366.,30 Discussion Paper,SOEP-IS,https://arxiv.org/abs/2201.08366,
soep-is,13468,The Stability of Self-Control in a Population Representative Study,"Deborah A. Cobb-Clark, Nancy Kong, Hannah Schildberg-Hörisch",2021,"We investigate the stability of self-control at the population level. Analyzing repeated Brief Self-Control Scale scores, we demonstrate that self-control exhibits a high degree of mean-level, rank-order, and individual-level stability over the medium term. Changes in self-control are not associated with major life events, nor are they economically important. The stability of self-control is particularly striking given our study period (2017-2020) spans the onset of the COVID-19 pandemic.","Deborah A. Cobb-Clark, Nancy Kong, Hannah Schildberg-Hörisch. 2021: The Stability of Self-Control in a Population Representative Study. IZA DP No. 14976. Bonn: Institute of Labor Economics (IZA)",30 Discussion Paper,SOEP-IS,https://docs.iza.org/dp14976.pdf,
soep-is,13506,When and How to Regulate: Everyday Emotion-Regulation Strategy Use and Stressor Intensity,"Elisabeth S. Blanke, Jennifer A. Bellingtier, Michaela Riediger, Annette Brose",2021,"Contextual factors shape emotion regulation (ER). The intensity of emotional stimuli may be such a contextual factor that influences the selection and moderates the effectiveness of ER strategies in reducing negative affect (NA). Prior research has shown that, on average, when emotional stimuli were more intense, distraction was selected over reappraisal (and vice versa). This pattern was previously shown to be adaptive as the preferred strategies were more efficient in the respective contexts. Here, we investigated whether stressor intensity predicted strategy use and effectiveness in similar ways in daily life. We examined five ER strategies (reappraisal, reflection, acceptance, distraction, and rumination) in relation to the intensity of everyday stressors, using two waves of experience-sampling data (N = 156). In accordance with our hypotheses, reappraisal, reflection, and acceptance were used less, and rumination was used more, when stressors were more intense. Moreover, results suggested that distraction was more effective, and rumination more detrimental the higher the stressor intensity. Against our hypotheses, distraction did not covary with stressor intensity, and there was no evidence that reappraisal, reflection, and acceptance were more effective at lower levels of stressor intensity. Instead, when examined individually, reflection and reappraisal (like distraction) were more effective at higher levels of stressor intensity. In sum, stressor intensity predicted ER selection and moderated strategy effectiveness, but the results also point to a more complex ER strategy use in daily life than in the laboratory.","Elisabeth S. Blanke, Jennifer A. Bellingtier, Michaela Riediger, Annette Brose. 2021: When and How to Regulate: Everyday Emotion-Regulation Strategy Use and Stressor Intensity. Affective Science (online first)",03 Refereed Journal,SOEP-IS,https://link.springer.com/content/pdf/10.1007/s42761-021-00087-1.pdf,10.1007/s42761-021-00087-1
soep-is,13524,Positive and negative affect are associated with salivary cortisol in the everyday life of older adults: A quantitative synthesis of four aging studies,"Theresa Pauly, Johanna Drewelies, Karolina Kolodziejczak, Martin Katzorreck, Anna J. Lücke, Oliver K. Schilling, Ute Kunzmann, Hans-Werner Wahl, Beate Ditzen, Nilam Ram, Denis Gerstorf, Christiane A. Hoppmann",2021,"Research on time-fluctuating links between positive affect and cortisol is inconsistent and mostly based on young to middle-aged samples. The current project investigated how moment-to-moment changes in positive and negative affect are associated with moment-to-moment changes in cortisol levels in older adults’ daily lives and whether those associations are moderated by differences in health status (as indicated by the number of comorbidities). Affect and cortisol data collected in four separately conducted momentary assessment studies with parallel protocols were pooled to obtain a sample of N=476 individuals aged 56–88 years (Mage=71.9, SD=6.6; 52% female). Participants provided affect reports and collected salivary cortisol 5–7 times a day for a 7-day period and reported the presence of 13 different health conditions. Data were analyzed using multilevel models, with time since waking, daily behaviors associated with cortisol secretion, age, and sex controlled. Feeling more positive affect than usual was associated with lower momentary cortisol. In contrast, feeling more negative affect than usual was associated with higher momentary cortisol. Associations of momentary positive and negative affect with cortisol were weaker among participants in worse as compared to those in better health. Trait positive affectivity was associated with more curvature of waking cortisol profiles and trait negative affectivity was associated with smaller cortisol awakening responses. Findings suggest that HPA axis responses fluctuate with everyday changes in positive and negative affect in older adults, and that higher HPA reactivity may indicate preserved health in this age group.","Theresa Pauly, Johanna Drewelies, Karolina Kolodziejczak, Martin Katzorreck, Anna J. Lücke, Oliver K. Schilling, Ute Kunzmann, Hans-Werner Wahl, Beate Ditzen, Nilam Ram, Denis Gerstorf, Christiane A. Hoppmann. 2021: Positive and negative affect are associated with salivary cortisol in the everyday life of older adults: A quantitative synthesis of four aging studies. Psychoneuroendocrinology 133 105403",01 SCI Journal,SOEP-IS,https://www.sciencedirect.com/science/article/pii/S0306453021002778/pdfft?isDTMRedir=true&download=true,10.1016/j.psyneuen.2021.105403
soep-is,13562,Physical Intimacy in Older Couples’ Everyday Lives: Its Frequency and Links With Affect and Salivary Cortisol,"Karolina Kolodziejczak, Johanna Drewelies, Theresa Pauly, Nilam Ram, Christiane Hoppmann, Denis Gerstorf",2022,"Objectives: Physical intimacy is important for communicating affection in romantic relationships. Theoretical and empirical work highlights linkages between physical intimacy, affect, and physiological stress among young and middle-aged adults, but not older adults. We examine physical intimacy and its associations with positive and negative affect and cortisol levels in the daily lives of older couples. Methods: We applied actor–partner multilevel models to repeated daily-life assessments of physical intimacy (experienced and wished) and affect obtained 6 times a day over 7 consecutive days from 120 older heterosexual German couples (Mage = 71.6, SDage = 5.94). Physiological stress was indexed as total daily cortisol output, the area under the curve with respect to ground (AUCg). Results: Physical intimacy experienced and wished were reported at the vast majority of occasions, but to different degrees at different times. Within persons, in moments when participants experienced more physical intimacy, older women reported less negative affect, whereas older men reported more positive affect. Between persons, higher overall levels of physical intimacy experienced were associated with higher positive affect and less negative affect among women and with lower daily cortisol output among men. A stronger wish for intimacy was related to more negative affect among both women and men, and to higher daily cortisol output among men. Discussion: Physical intimacy is linked with mood and stress hormones in the daily life of older couples. We consider routes for future inquiry on physical intimacy among older adults.","Karolina Kolodziejczak, Johanna Drewelies, Theresa Pauly, Nilam Ram, Christiane Hoppmann, Denis Gerstorf. 2022: Physical Intimacy in Older Couples’ Everyday Lives: Its Frequency and Links With Affect and Salivary Cortisol. The Journals of Gerontology: Series B 77 (8), 1416-1430",01 SCI Journal,SOEP-IS,,10.1093/geronb/gbac037
soep-is,13590,SOEP-IS 2013 – Finding the Most Efficient Question Format for Long List Questions in Computer-assisted Surveys,"Jessica M. E. Herzing, Silke L. Schneider",2022,,"Jessica M. E. Herzing, Silke L. Schneider. 2022: SOEP-IS 2013 – Finding the Most Efficient Question Format for Long List Questions in Computer-assisted Surveys. SOEP Survey Papers 1084: Series H - SOEP-IS Modules. Berlin: DIW Berlin / SOEP",35 Other DIW Publication,SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.839714.de/diw_ssp1084.pdf,
